restaurant_name,rating,reviews_given,restaurant_location,cuisines,average_cost_for_two,order_category,city,restaurant_category,has_online_order,has_table_booking,num_cuisines
Momm's The Kitchen,3.4,7,Electronic City,"Andhra, South Indian, North Indian, Chinese",500.0,Delivery,Electronic City,Casual Dining,0,0,4
The Three Dragons,3.3,5,Electronic City,Chinese,400.0,Delivery,Electronic City,Delivery,0,0,1
Zaffron Express,3.5,8,Electronic City,"North Indian, Chinese, Biryani",550.0,Delivery,Electronic City,Casual Dining,0,0,3
Hungry Kya?,3.3,8,Electronic City,"North Indian, Chinese",400.0,Delivery,Electronic City,Quick Bites,0,0,2
Hunter's Lounge,3.1,9,Electronic City,"South Indian, North Indian, Chinese",500.0,Delivery,Electronic City,Casual Dining,0,0,3
Polo Scoops,3.2,4,Electronic City,Desserts,200.0,Delivery,Electronic City,Dessert Parlor,0,0,1
Green Tree Garden Restaurant,3.4,6,Electronic City,"Chinese, Hyderabadi, Mughlai, South Indian",500.0,Delivery,Electronic City,Casual Dining,0,0,4
Till The Last Bite,3.4,7,Electronic City,"North Indian, Chinese",300.0,Delivery,Electronic City,Quick Bites,0,0,2
Sattvic,3.5,11,Electronic City,"South Indian, North Indian",450.0,Delivery,Electronic City,Casual Dining,0,0,2
Old Stories,3.7,29,Electronic City,"Bengali, North Indian, Oriya",600.0,Delivery,Electronic City,Delivery,0,0,3
Ham Khim Chinese Fast Food,3.1,7,Electronic City,Chinese,300.0,Delivery,Electronic City,Quick Bites,0,0,1
Mast Kalandar,2.4,142,Electronic City,North Indian,450.0,Delivery,Electronic City,Casual Dining,0,0,1
The Breakfast Club,3.9,90,Electronic City,"Continental, South Indian, North Indian",400.0,Delivery,Electronic City,Delivery,0,0,3
HOT BOX,3.6,28,Electronic City,"North Indian, Chinese",200.0,Delivery,Electronic City,Quick Bites,0,0,2
4Foodiez - The Restaurant,3.0,23,Electronic City,"Street Food, Chinese, North Indian, South Indian",400.0,Delivery,Electronic City,Quick Bites,0,0,4
Sapfresh,0.0,0,Electronic City,Beverages,150.0,Delivery,Electronic City,Delivery,0,0,1
Biriyani Paradise,3.5,18,Electronic City,"North Indian, Kerala, Biryani, South Indian",550.0,Delivery,Electronic City,Casual Dining,0,0,4
Marwa Family Restaurant,3.0,8,Electronic City,"North Indian, Chinese",500.0,Delivery,Electronic City,Quick Bites,0,0,2
Hotel Sri Chiraag Sagar,0.0,0,Electronic City,"North Indian, South Indian, Chinese",400.0,Delivery,Electronic City,Quick Bites,0,0,3
Tasty Funda,3.3,4,Electronic City,"North Indian, Chinese",200.0,Delivery,Electronic City,Quick Bites,0,0,2
Pugals Biriyani,3.6,25,Electronic City,"Kerala, Biryani, Chinese, North Indian",400.0,Delivery,Electronic City,Quick Bites,0,0,4
Enroute,3.6,31,Electronic City,"Continental, Fast Food",300.0,Delivery,Electronic City,Takeaway,0,0,2
Shree Sai Foods,0.0,0,Electronic City,South Indian,300.0,Delivery,Electronic City,Delivery,0,0,1
ANR Dum Biryani Centre,0.0,0,Electronic City,"South Indian, Biryani",350.0,Delivery,Electronic City,Quick Bites,0,0,2
Nitara Muticuisine Kitchen,0.0,0,Electronic City,"North Indian, South Indian",300.0,Delivery,Electronic City,Quick Bites,0,0,2
Edigo,0.0,0,Electronic City,"North Indian, South Indian, Chinese",250.0,Delivery,Electronic City,Delivery,0,0,3
Sai Upahar,0.0,0,Electronic City,"South Indian, Street Food",200.0,Delivery,Electronic City,Quick Bites,0,0,2
Lancy Sweets,3.7,16,Electronic City,Mithai,200.0,Delivery,Electronic City,Dessert Parlor,0,0,1
SV Crispy Chicken,3.5,12,Electronic City,Fast Food,200.0,Delivery,Electronic City,Quick Bites,0,0,1
Grand Taj,0.0,0,Electronic City,"Biryani, North Indian, Chinese",200.0,Delivery,Electronic City,Quick Bites,0,0,3
Choconut Cafe,3.4,6,Electronic City,"Fast Food, Beverages",250.0,Delivery,Electronic City,Quick Bites,0,0,2
Payal Fast Food & Tiffen Centre,0.0,0,Electronic City,Fast Food,100.0,Delivery,Electronic City,Quick Bites,0,0,1
Fine Dine Restaurant,0.0,0,Electronic City,"Biryani, Fast Food, South Indian",200.0,Delivery,Electronic City,Quick Bites,0,0,3
Public Cafe,0.0,0,Electronic City,Continental,700.0,Delivery,Electronic City,Delivery,0,0,1
Nivaan's Kitchen,0.0,0,Electronic City,"Biryani, North Indian",600.0,Delivery,Electronic City,Takeaway,0,0,2
Lekha's Delicacies,0.0,0,Electronic City,"South Indian, North Indian, Chinese",300.0,Delivery,Electronic City,Takeaway,0,0,3
Rara Avis,0.0,0,Electronic City,"Kerala, Seafood, Biryani, Desserts",400.0,Delivery,Electronic City,Takeaway,0,0,4
Clean Eats,0.0,0,Electronic City,Healthy Food,300.0,Delivery,Electronic City,Takeaway,0,0,1
Shaadi Ki Biryani,0.0,0,Electronic City,"Biryani, Charcoal Chicken",600.0,Delivery,Electronic City,Takeaway,0,0,2
Arzak,0.0,0,Electronic City,"Arabian, Middle Eastern, Rolls, Seafood, BBQ",300.0,Delivery,Electronic City,Takeaway,0,0,5
Desi Tadka,3.0,16,Electronic City,"North Indian, Chinese",300.0,Delivery,Electronic City,Quick Bites,0,0,2
Hotel Amrit,0.0,0,Electronic City,"North Indian, Chinese, Juices",250.0,Delivery,Electronic City,Quick Bites,0,0,3
FAB Cafe,3.1,7,Electronic City,"Fast Food, Beverages",250.0,Delivery,Electronic City,Quick Bites,0,0,2
Spicy Tadka,3.5,47,Electronic City,"North Indian, Chinese, Bengali",400.0,Delivery,Electronic City,Delivery,0,0,3
Hot & Cool,0.0,0,Electronic City,Fast Food,150.0,Delivery,Electronic City,Quick Bites,0,0,1
Foodiction,0.0,0,Electronic City,"North Indian, Fast Food, Chinese, Burger",500.0,Delivery,Electronic City,Delivery,0,0,4
Affa Cafeteria,0.0,0,Electronic City,Fast Food,200.0,Delivery,Electronic City,Quick Bites,0,0,1
Adya Hotel,3.3,4,Electronic City,"South Indian, North Indian, Chinese",400.0,Delivery,Electronic City,Quick Bites,0,0,3
The US Burger,3.0,13,Electronic City,Fast Food,150.0,Delivery,Electronic City,Quick Bites,0,0,1
Pehla Niwala,2.8,41,Electronic City,"North Indian, Momos",400.0,Delivery,Electronic City,Quick Bites,0,0,2
The Lemon Grass Kitchen,3.3,5,Electronic City,"Chinese, Thai",300.0,Delivery,Electronic City,Quick Bites,0,0,2
Ayesha Hotel,0.0,0,Electronic City,"Fast Food, Hyderabadi",500.0,Delivery,Electronic City,Delivery,0,0,2
Bite Sip Repeat,3.4,6,Electronic City,"Fast Food, South Indian, North Indian",150.0,Delivery,Electronic City,Quick Bites,0,0,3
White Chillies,0.0,0,Electronic City,Biryani,300.0,Delivery,Electronic City,Quick Bites,0,0,1
Mazali,0.0,0,Electronic City,"Kerala, North Indian",350.0,Delivery,Electronic City,Quick Bites,0,0,2
Andhra Ruchulu,3.3,5,Electronic City,South Indian,250.0,Delivery,Electronic City,Quick Bites,0,0,1
Taste Of Rajasthan,0.0,0,Electronic City,"North Indian, Rajasthani, Street Food",200.0,Delivery,Electronic City,Quick Bites,0,0,3
Chef Delicacies,0.0,0,Electronic City,"Kebab, Rolls, Charcoal Chicken",400.0,Delivery,Electronic City,Takeaway,0,0,3
Kulhad Junction,0.0,0,Electronic City,Cafe,100.0,Delivery,Electronic City,Cafe,0,0,1
Flavors Restaurant,0.0,0,Electronic City,North Indian,150.0,Delivery,Electronic City,Takeaway,0,0,1
Star Briyani,0.0,0,Electronic City,"Biryani, North Indian",200.0,Delivery,Electronic City,Quick Bites,0,0,2
Nawabi Kitchen,0.0,0,Electronic City,"North Indian, Chinese",600.0,Delivery,Electronic City,Casual Dining,0,0,2
Namma Atithi,0.0,0,Electronic City,"North Indian, South Indian, Chinese, Biryani",200.0,Delivery,Electronic City,Quick Bites,0,0,4
nu.tree,0.0,0,Electronic City,"North Indian, Healthy Food, Beverages",400.0,Delivery,Electronic City,Casual Dining,0,0,3
Sandwich Jn,0.0,0,Electronic City,"Fast Food, Beverages",150.0,Delivery,Electronic City,Quick Bites,0,0,2
Flavour A Azam,3.5,42,Electronic City,North Indian,400.0,Delivery,Electronic City,Quick Bites,0,0,1
Bawarchi Restaurant,3.1,4,Electronic City,"North Indian, Biryani",700.0,Delivery,Electronic City,Casual Dining,0,0,2
Bhokali Paratha,0.0,0,Electronic City,North Indian,400.0,Delivery,Electronic City,Delivery,0,0,1
Curries And Pickles,3.6,17,Electronic City,"Andhra, North Indian, Biryani",400.0,Delivery,Electronic City,Quick Bites,0,0,3
Bhaiya Ji Food Court,3.5,8,Electronic City,"North Indian, Chinese",300.0,Delivery,Electronic City,Quick Bites,0,0,2
Chung Wah,2.9,95,Electronic City,Chinese,500.0,Delivery,Electronic City,Casual Dining,0,0,1
Madiha Biryani House,3.4,13,Electronic City,"Biryani, North Indian, Beverages",450.0,Delivery,Electronic City,Unknown,0,0,3
JFD Cafe,0.0,0,Electronic City,"Cafe, Fast Food",400.0,Delivery,Electronic City,Cafe,0,0,2
Xpress Chai,0.0,0,Electronic City,Tea,150.0,Delivery,Electronic City,Beverage Shop,0,0,1
Eat Repeat Express,3.1,4,Electronic City,"North Indian, Chinese, Continental",600.0,Delivery,Electronic City,Delivery,0,0,3
Mustard Food Court,3.8,57,Electronic City,"North Indian, Chinese",500.0,Delivery,Electronic City,Quick Bites,0,0,2
Cafe Black Pepper,0.0,0,Electronic City,Fast Food,200.0,Delivery,Electronic City,Quick Bites,0,0,1
Chokha Zaika,0.0,0,Electronic City,North Indian,300.0,Delivery,Electronic City,Quick Bites,0,0,1
Vijayawadavari Sandya Andhra Mess,3.6,18,Electronic City,Andhra,200.0,Delivery,Electronic City,Mess,1,0,1
E - City Combos,3.5,6,Electronic City,"South Indian, North Indian, Chinese, Biryani",350.0,Delivery,Electronic City,Takeaway,1,0,4
Nesara Upahar,0.0,0,Electronic City,"South Indian, Chinese, North Indian",250.0,Delivery,Electronic City,Quick Bites,1,0,3
Hide Out - The Golden Tulip,3.2,9,Electronic City,Finger Food,1800.0,Delivery,Electronic City,Bar,1,0,1
Funky Food,0.0,0,Electronic City,"Fast Food, Desserts, Beverages",60.0,Delivery,Electronic City,Delivery,0,0,3
Vyanjan,3.3,12,Electronic City,"North Indian, Chinese",400.0,Delivery,Electronic City,Quick Bites,1,0,2
Vandana Restaurant,0.0,0,Electronic City,"Arabian, North Indian, Chinese, Biryani",400.0,Delivery,Electronic City,Quick Bites,0,0,4
Mr. Paratha & Ms. Curry,0.0,0,Electronic City,Biryani,300.0,Delivery,Electronic City,Quick Bites,0,0,1
Tempting Aroma,0.0,0,Electronic City,"North Indian, Chinese, BBQ",300.0,Delivery,Electronic City,Delivery,0,0,3
TeamDelish,3.4,9,Electronic City,Healthy Food,300.0,Delivery,Electronic City,Delivery,0,0,1
Mitran Da Adda,0.0,0,Electronic City,"North Indian, Fast Food",350.0,Delivery,Electronic City,Quick Bites,0,0,2
Amba Food,0.0,0,Electronic City,North Indian,180.0,Delivery,Electronic City,Delivery,0,0,1
Krish Kitchen,0.0,0,Electronic City,"North Indian, Bengali",300.0,Delivery,Electronic City,Delivery,0,0,2
Oriental Fusion,0.0,0,Electronic City,"American, Continental",700.0,Delivery,Electronic City,Casual Dining,0,0,2
Rags on Fire,3.1,64,Electronic City,Cafe,600.0,Delivery,Electronic City,Cafe,1,0,1
Patravali Biriyani,0.0,0,Electronic City,"Biryani, Fast Food",400.0,Delivery,Electronic City,Takeaway,1,0,2
Brunch & Munch - Hotel Millennium Plaza,3.5,23,Electronic City,"North Indian, Chinese, Mangalorean, Andhra",1200.0,Delivery,Electronic City,Casual Dining,0,0,4
Shoiab Family Restaurant,3.6,14,Electronic City,"North Indian, South Indian, Chinese",600.0,Delivery,Electronic City,Casual Dining,1,0,3
Pandit Ji Sweets & Namkeen,3.6,13,Electronic City,"Mithai, Street Food",300.0,Delivery,Electronic City,Sweet Shop,1,0,2
Ramdev Bhojnalaya,3.0,29,Electronic City,"Rajasthani, Gujarati",200.0,Delivery,Electronic City,Quick Bites,0,0,2
Gifts N Surprise,0.0,0,Electronic City,Bakery,500.0,Delivery,Electronic City,Bakery,0,0,1
Bangalore Cakes,2.9,17,Electronic City,Bakery,250.0,Delivery,Electronic City,Bakery,1,0,1
Village Palace,3.0,46,Electronic City,"North Indian, Chinese, Andhra, Seafood",250.0,Delivery,Electronic City,Quick Bites,1,0,4
Super Hyderabadi Dum Biriyani & Combos,0.0,0,Electronic City,"Biryani, South Indian, North Indian",300.0,Delivery,Electronic City,Quick Bites,0,0,3
Hotel Masti,2.8,25,Electronic City,"North Indian, Biryani, Chinese",300.0,Delivery,Electronic City,Delivery,1,0,3
Milkshake Kulture,3.5,10,Electronic City,Beverages,300.0,Delivery,Electronic City,Beverage Shop,0,0,1
Baskiin's Rabbin,0.0,0,Electronic City,"Fast Food, Desserts, Beverages",300.0,Delivery,Electronic City,Quick Bites,0,0,3
Sethi's,0.0,0,Electronic City,"North Indian, Chinese, BBQ",600.0,Delivery,Electronic City,Delivery,1,0,3
Krutunga Restaurant,3.4,20,Electronic City,"Chinese, North Indian, South Indian",700.0,Delivery,Electronic City,Casual Dining,0,0,3
The Kitchen,3.7,28,Electronic City,"North Indian, Chinese",250.0,Delivery,Electronic City,Takeaway,1,0,2
Choco Nut Cafe,3.2,19,Electronic City,Desserts,150.0,Delivery,Electronic City,Quick Bites,1,0,1
Adyar Anand Bhavan Sweets,0.0,0,Electronic City,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Electronic City,Quick Bites,0,0,4
Magic Packs,3.1,22,Electronic City,"North Indian, South Indian",300.0,Delivery,Electronic City,Unknown,1,0,2
Aamaravathi Biryani Zone,0.0,0,Electronic City,Biryani,300.0,Delivery,Electronic City,Delivery,1,0,1
Kairali Restaurant,3.4,19,Electronic City,"Kerala, South Indian",400.0,Delivery,Electronic City,Quick Bites,1,0,2
Cake Spot,0.0,0,Electronic City,Bakery,400.0,Delivery,Electronic City,Bakery,0,0,1
Grilliez,0.0,0,Electronic City,"Continental, BBQ, Beverages",400.0,Delivery,Electronic City,Takeaway,0,0,3
Kanti Sweets,3.6,16,Electronic City,"Mithai, Street Food",400.0,Delivery,Electronic City,Sweet Shop,1,0,2
Ministry of Burger,0.0,0,Electronic City,Continental,500.0,Delivery,Electronic City,Delivery,1,0,1
Jiyo Natural,3.6,14,South Bangalore,"Healthy Food, North Indian",300.0,Delivery,Electronic City,Delivery,0,0,2
Kadhai Tadka family Restaurant,0.0,0,Electronic City,"Chinese, North Indian",400.0,Delivery,Electronic City,Quick Bites,0,0,2
Food Lover,0.0,0,Electronic City,"North Indian, South Indian, Fast Food",300.0,Delivery,Electronic City,Takeaway,0,0,3
Chatkara,0.0,0,Electronic City,North Indian,300.0,Delivery,Electronic City,Quick Bites,0,0,1
Baker's Cafe,0.0,0,Electronic City,"Bakery, Desserts",200.0,Delivery,Electronic City,Bakery,1,0,2
The Hyderbadi Chefs,3.4,4,Electronic City,"South Indian, North Indian, Chinese",400.0,Delivery,Electronic City,Quick Bites,1,0,3
Bhojan@99,0.0,0,Electronic City,Fast Food,200.0,Delivery,Electronic City,Takeaway,1,0,1
Swaadh,0.0,0,Electronic City,"South Indian, North Indian, Kerala, Chinese",300.0,Delivery,Electronic City,Quick Bites,0,0,4
Bake Magic,0.0,0,Electronic City,Bakery,300.0,Delivery,Electronic City,Bakery,1,0,1
Adarsh Bakery,3.1,10,Electronic City,"Bakery, Fast Food",300.0,Delivery,Electronic City,Bakery,0,0,2
The Fiery Indian Kitchen,0.0,0,Electronic City,North Indian,650.0,Delivery,Electronic City,Casual Dining,1,0,1
Machlee's Sea Food,0.0,0,Electronic City,Seafood,200.0,Delivery,Electronic City,Quick Bites,0,0,1
Cafe HIGHRANGERS,3.3,4,Electronic City,"Cafe, Fast Food, Chinese",400.0,Delivery,Electronic City,Cafe,1,0,3
The Duke of Juices,0.0,0,Electronic City,"Juices, Beverages, Salad",200.0,Delivery,Electronic City,Takeaway,0,0,3
Basmati's Briyani Nation,0.0,0,Electronic City,"South Indian, Biryani",350.0,Delivery,Electronic City,Takeaway,1,0,2
Soul Indian Specialty - Svenska Design Hotel,3.7,266,Electronic City,"North Indian, South Indian, Asian, Italian, Continental",2000.0,Delivery,Electronic City,Fine Dining,1,1,5
Onesta,4.5,863,Electronic City,"Pizza, Cafe, Italian",600.0,Desserts,Electronic City,Casual Dining,1,1,3
Cakes Wagon,3.3,37,Electronic City,"Bakery, Desserts",600.0,Desserts,Electronic City,Bakery,1,0,2
MAD Belgian Waffles,3.8,12,Electronic City,Desserts,250.0,Desserts,Electronic City,Dessert Parlor,1,0,1
Apsara Ice Cream,4.0,67,Electronic City,"Ice Cream, Desserts",200.0,Desserts,Electronic City,Dessert Parlor,0,0,2
The Platonic Cafe,0.0,0,Electronic City,"Cafe, Beverages",500.0,Desserts,Electronic City,Cafe,1,0,2
Laddoos,2.8,124,Electronic City,"North Indian, Street Food, Mithai",250.0,Desserts,Electronic City,Quick Bites,0,0,3
NY Pizza & Waffles,3.1,273,Electronic City,"Pizza, Desserts",400.0,Desserts,Electronic City,Quick Bites,1,0,2
Thanco's Natural Ice Creams,3.7,54,Electronic City,"Ice Cream, Desserts",450.0,Desserts,Electronic City,Dessert Parlor,1,0,2
Baskin Robbins,3.8,108,Electronic City,"Ice Cream, Desserts",250.0,Desserts,Electronic City,Food Court,1,0,2
Frozen Bottle,4.1,209,Electronic City,"Beverages, Desserts",400.0,Desserts,Electronic City,Beverage Shop,1,0,2
Sweet Chariot,3.0,60,Electronic City,"Bakery, Fast Food",500.0,Desserts,Electronic City,Dessert Parlor,1,0,2
French Bake House,3.7,91,Electronic City,"Bakery, French, Fast Food",200.0,Desserts,Electronic City,Bakery,1,0,3
Cafe Crumb'z,3.3,4,Electronic City,"Cafe, Beverages, Fast Food",300.0,Desserts,Electronic City,Cafe,0,0,3
Mr. Meetharam,3.3,7,Electronic City,"Mithai, Street Food",150.0,Desserts,Electronic City,Quick Bites,1,0,2
Chef Baker's,3.8,101,Electronic City,"Bakery, Fast Food, Pizza, Burger, Cafe",600.0,Desserts,Electronic City,Bakery,1,0,5
Silver Leaf - Ramee Guestline Hotels,3.5,17,Electronic City,"Continental, Mughlai, North Indian, Chinese",900.0,Desserts,Electronic City,Casual Dining,0,0,4
Just Bake,0.0,0,Electronic City,"Bakery, Desserts",400.0,Desserts,Electronic City,Bakery,0,0,2
Pulla Reddy Sweets,3.0,22,Electronic City,Mithai,250.0,Desserts,Electronic City,Dessert Parlor,0,0,1
Just Cakes,3.4,22,Electronic City,Bakery,350.0,Desserts,Electronic City,Bakery,1,0,1
eat.fit,0.0,0,Electronic City,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500.0,Desserts,Electronic City,Takeaway,1,0,6
Entree cafe,3.7,56,Electronic City,"Cafe, Bakery, Desserts",400.0,Desserts,Electronic City,Cafe,1,0,3
CakeZone,3.2,9,Electronic City,"Bakery, Desserts",500.0,Desserts,Electronic City,Bakery,1,0,2
Chivi's Meilleurs Boulangers,3.4,12,Electronic City,"South Indian, Bakery, Fast Food",300.0,Desserts,Electronic City,Quick Bites,1,0,3
Foodie Nation,3.5,89,Electronic City,"North Indian, Chinese, Arabian",1000.0,Desserts,Electronic City,Casual Dining,1,1,3
Pandit Ji Sweets & Namkeen,3.6,13,Electronic City,"Mithai, Street Food",300.0,Desserts,Electronic City,Sweet Shop,1,0,2
Cake Menu,3.3,23,Electronic City,Bakery,400.0,Desserts,Electronic City,Bakery,1,0,1
Jodhpur Sweets,3.8,29,Electronic City,"Desserts, Street Food",100.0,Desserts,Electronic City,Beverage Shop,0,0,2
Sriji's Mithai,3.4,5,Electronic City,"Desserts, Mithai",150.0,Desserts,Electronic City,Dessert Parlor,0,0,2
Bangalore Cakes,2.9,17,Electronic City,Bakery,250.0,Desserts,Electronic City,Bakery,1,0,1
Donut Cafe,3.9,163,Electronic City,"Desserts, Fast Food",250.0,Desserts,Electronic City,Dessert Parlor,1,0,2
Magic Oven,4.0,135,Electronic City,"Cafe, Desserts",400.0,Desserts,Electronic City,Cafe,0,0,2
The French Loaf,2.6,64,Electronic City,"Bakery, Desserts, Sandwich",400.0,Desserts,Electronic City,Bakery,1,0,3
The Hungry Shark Cafe,3.9,117,Electronic City,"Cafe, Continental, Beverages",700.0,Desserts,Electronic City,Cafe,0,0,3
Just Like Mum's,0.0,0,Electronic City,"Bakery, Desserts",200.0,Desserts,Electronic City,Bakery,0,0,2
Mumbai Kulfi,3.7,61,Electronic City,"Ice Cream, Desserts",100.0,Desserts,Electronic City,Dessert Parlor,1,0,2
The Pastry House,3.8,60,Electronic City,"Bakery, Desserts",400.0,Desserts,Electronic City,Bakery,1,0,2
Sweet Revenge,3.3,9,Electronic City,"Bakery, Fast Food",300.0,Desserts,Electronic City,Bakery,0,0,2
Maruthi Sweet Corner,0.0,0,Electronic City,Desserts,300.0,Desserts,Electronic City,Quick Bites,0,0,1
Sri Mahadev Sweets,0.0,0,Electronic City,"Desserts, Street Food, Mithai",150.0,Desserts,Electronic City,Quick Bites,0,0,3
Cake Point,0.0,0,Electronic City,Bakery,300.0,Desserts,Electronic City,Quick Bites,0,0,1
Indulge,0.0,0,Electronic City,"Bakery, Desserts",200.0,Desserts,Electronic City,Bakery,0,0,2
24 Hours Cake Delivery,0.0,0,Electronic City,Bakery,700.0,Desserts,Electronic City,Delivery,0,0,1
Bak'd Goodies,0.0,0,Electronic City,Bakery,350.0,Desserts,Electronic City,Bakery,0,0,1
Arya Bhavan Sweets,0.0,0,Electronic City,"Mithai, Street Food, North Indian",300.0,Desserts,Electronic City,Sweet Shop,0,0,3
Baker's Cafe,0.0,0,Electronic City,"Bakery, Desserts",200.0,Desserts,Electronic City,Bakery,1,0,2
Adarsh Bakery,3.1,10,Electronic City,"Bakery, Fast Food",300.0,Desserts,Electronic City,Bakery,0,0,2
